f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
1,34.42,0.29,2,9,4,0.171,1,0,1,1,2,82,179,1
1,39.38,1.245,2,1,4,0.304,0,0,0,1,2,164,189,0
1,24.12,0.846,2,8,4,0.204,0,0,0,0,2,133,284,0
1,26.06,1.07,2,10,4,0.0,1,1,0,0,2,156,1,1
1,25.66,1.014,2,7,4,1.427,0,0,0,1,2,149,245,0
1,22.46,0.011,2,13,4,1.355,1,1,0,0,2,102,1,1
1,17.11,0.488,2,4,4,0.0,0,0,0,0,2,64,252,0
1,17.56,2.103,2,7,4,1.827,0,0,0,1,2,203,179,0
1,18.54,2.403,2,8,4,0.0,1,1,0,0,2,67,1,1
1,24.54,2.41,2,13,4,0.0,1,1,0,0,2,136,186,1
1,32.73,1.266,2,1,4,0.152,0,0,0,1,2,167,1,0
1,26.75,1.675,2,10,4,0.0,1,1,0,0,2,0,29,1
1,16.96,0.465,2,8,4,0.0,0,0,0,0,2,282,217,0
1,26.06,2.377,2,2,4,0.032,0,0,0,0,2,139,69,0
1,30.94,10.681,2,14,4,2.489,1,1,2,1,2,0,1,1
1,20.71,0.512,2,9,4,0.0,1,0,0,1,2,302,170,0
1,28.05,1.603,2,13,4,0.022,1,1,0,1,2,200,1,1
1,16.49,1.027,2,8,4,0.235,0,0,0,0,2,185,1,0
1,19.13,1.612,2,8,4,0.476,0,0,0,1,2,128,203,0
1,26.7,0.0,2,1,4,0.0,0,0,0,0,2,165,26,0
1,37.44,1.785,2,12,4,1.879,1,1,4,1,2,12,93,1
1,31.78,0.282,2,8,4,0.2,0,0,0,0,2,120,255,0
1,28.9,0.512,2,8,4,0.01,0,0,0,0,2,170,89,0
1,19.43,1.098,2,2,4,0.166,0,0,0,0,2,165,235,0
1,52.53,1.833,2,10,4,0.183,1,1,1,0,2,29,24,1
1,37.13,0.25,2,9,4,0.161,0,0,0,1,2,202,309,0
1,20.3,0.809,2,2,4,0.03,1,0,0,0,2,18,1,1
1,38.25,10.474,2,10,4,0.543,1,1,14,0,2,23,147,1
1,40.69,0.764,2,4,4,0.366,1,0,0,1,2,223,183,0
1,24.76,0.0,2,8,4,0.0,1,0,0,0,2,376,50,1
1,21.78,1.565,2,8,4,0.055,1,0,0,0,2,209,1,1
1,37.87,1.867,2,8,4,0.298,0,0,0,1,2,215,1,0
1,26.54,0.571,2,9,4,0.053,0,0,0,0,2,122,189,0
1,25.24,0.048,2,2,4,0.0,0,0,0,0,2,161,1,0
1,20.89,0.875,2,4,4,0.301,0,0,0,0,2,142,1,0
1,22.4,8.8,2,10,4,0.482,1,1,1,0,2,94,1,1
1,21.35,0.046,2,9,4,0.342,1,1,0,0,2,23,381,1
1,13.92,0.515,2,8,4,0.202,1,1,0,0,2,203,345,1
1,34.13,2.565,2,9,4,2.163,1,0,0,1,2,386,223,1
1,27.77,1.609,2,9,4,1.26,1,1,0,1,2,472,290,1
1,26.78,0.952,2,1,4,0.421,0,0,0,0,2,178,1,0
1,30.08,2.134,2,2,4,0.0,0,0,0,1,2,234,6,0
1,21.29,0.907,2,9,4,0.884,0,0,0,0,2,122,214,0
1,32.21,10.877,2,10,4,0.958,1,1,10,1,2,0,296,1
1,24.63,0.0,2,3,4,0.425,0,0,0,0,2,223,1,0
1,23.26,0.273,2,1,4,0.215,0,0,1,0,2,201,27,0
1,18.52,0.967,2,10,4,0.626,1,1,1,0,2,155,56,1
1,35.96,1.126,2,11,4,0.099,1,1,0,1,2,57,1,1
1,47.49,2.4,2,1,4,0.0,1,1,0,0,2,0,1,1
1,23.04,0.0,2,2,4,0.076,0,0,0,0,2,157,1,0
1,27.32,1.067,2,1,4,0.111,0,0,0,0,2,174,130,0
1,29.09,1.531,2,12,4,1.196,1,1,0,1,2,396,215,1
1,24.71,0.287,2,10,4,2.593,1,0,0,1,2,134,2,0
1,30.01,2.229,2,8,4,0.861,0,0,0,1,2,141,35,0
1,28.23,2.285,2,2,4,0.215,0,0,0,0,2,178,116,0
1,24.98,6.371,2,9,4,0.131,1,1,3,0,2,77,192,1
1,21.67,1.552,2,1,4,0.297,0,0,0,0,2,156,1,0
1,17.33,0.0,2,3,4,0.124,0,0,0,0,2,128,1,0
1,39.08,2.652,2,9,4,0.764,0,0,0,1,2,94,1,0
1,20.89,1.379,2,9,4,1.062,1,1,1,1,2,128,144,1
1,35.52,0.034,2,13,4,1.712,1,1,0,1,2,302,252,1
1,19.61,1.064,2,8,4,0.465,1,1,0,0,2,191,235,1
1,38.39,0.585,2,2,4,0.0,0,0,0,0,2,157,1,0
1,18.83,0.808,2,3,4,0.289,0,0,0,0,2,132,57,0
1,44.69,2.316,2,9,4,0.079,0,0,0,1,2,280,1,0
1,23.84,0.434,2,8,4,1.126,0,0,0,1,2,137,79,0
1,25.27,0.478,2,13,4,0.48,1,1,0,1,2,28,327,1
1,34.16,1.025,2,8,4,1.887,1,1,0,1,2,215,1,1
1,25.89,0.622,2,9,4,0.0,1,0,0,1,2,296,199,0
1,28.86,1.419,2,4,4,0.008,0,0,0,1,2,181,135,0
1,19.34,0.0,2,3,4,0.028,0,0,0,0,2,135,1,0
1,23.65,7.764,2,12,4,1.934,1,1,3,0,2,189,96,1
1,35.2,0.901,2,9,4,2.474,1,0,0,1,2,361,1,1
1,16.4,1.401,2,8,4,0.0,0,0,0,0,2,142,139,0
1,34.57,2.392,2,9,4,0.277,0,0,0,1,2,194,1,0
1,27.36,0.616,2,8,4,0.735,0,0,0,1,2,280,1,0
1,27.54,12.446,2,12,4,1.935,1,1,2,0,2,158,1,1
1,34.1,1.335,2,8,4,0.522,1,0,0,1,2,182,1,1
1,26.52,0.242,2,8,4,0.0,0,1,0,0,2,187,277,0
1,25.65,1.497,2,8,4,0.0,0,0,0,0,2,132,73,0
1,46.57,1.302,2,10,4,0.628,1,1,0,0,2,164,230,0
1,43.08,1.088,2,8,4,1.644,1,1,0,1,2,311,311,1
1,22.65,1.546,2,2,4,0.046,0,0,0,1,2,148,90,0
1,36.63,0.592,2,13,4,0.456,1,0,0,1,2,502,22,1
1,37.64,1.342,2,13,4,2.592,1,1,0,1,2,425,1,1
1,25.87,2.768,2,9,4,0.138,0,0,0,1,2,169,1,0
1,25.81,0.784,2,2,4,0.731,0,0,0,0,2,137,155,0
1,44.81,9.318,2,12,4,2.18,1,1,12,1,2,40,127,1
1,18.82,0.0,2,8,4,0.601,0,0,0,0,2,105,352,0
1,25.16,1.591,2,9,4,0.087,0,0,0,1,2,385,135,0
1,29.36,1.184,2,4,4,0.675,0,0,0,0,2,77,1,0
1,31.22,0.748,2,9,4,2.679,1,1,1,1,2,255,1,1
1,41.39,0.805,2,12,4,1.381,1,1,0,0,2,200,1,1
1,20.08,0.474,2,12,4,1.098,1,1,0,0,2,187,1,1
1,22.54,1.063,2,2,4,0.0,0,0,0,0,2,153,16,0
1,18.02,1.976,2,8,4,0.0,0,0,0,0,2,102,1,0
1,17.62,0.0,2,8,4,0.185,1,0,0,0,2,186,1,0
1,28.94,0.212,2,9,4,0.415,0,0,0,1,2,11,274,0
1,22.25,0.25,2,5,4,0.085,1,0,1,0,2,176,47,0
1,38.83,1.55,2,11,4,0.0,1,0,0,1,2,0,1,1
1,24.78,1.579,2,4,4,0.224,0,0,1,0,2,185,327,0
1,14.31,2.01,2,7,4,0.628,0,0,0,0,2,210,523,0
1,28.33,2.01,2,13,4,1.545,1,1,0,1,2,151,1,1
1,31.16,1.703,2,9,4,2.664,1,0,0,1,2,319,34,1
1,24.39,0.372,2,10,4,0.058,1,1,0,0,2,217,168,1
1,18.05,0.347,2,9,4,0.87,0,0,0,0,2,141,81,0
1,53.2,9.026,2,13,4,0.161,1,1,0,0,2,0,1,1
1,26.12,0.311,2,2,4,0.254,1,0,0,0,2,188,245,0
1,21.07,0.281,2,8,4,0.329,0,1,0,0,2,212,79,0
1,30.93,1.291,2,8,4,0.591,0,0,0,1,2,326,225,0
1,26.15,0.851,2,2,4,0.348,0,0,1,0,2,140,214,0
1,25.72,5.105,2,12,4,1.577,1,1,2,0,2,98,402,1
1,32.24,1.854,2,12,4,1.628,1,1,0,1,2,388,78,1
1,21.36,13.014,2,8,4,1.904,1,1,1,1,2,155,172,1
1,21.82,1.35,2,2,4,0.41,0,0,0,0,2,173,139,0
1,45.17,1.473,2,2,4,0.367,1,0,0,0,2,155,260,0
1,30.97,0.625,2,12,4,1.696,1,1,0,1,2,91,83,1
1,33.94,2.235,2,2,4,0.427,0,0,0,1,2,272,1,0
1,16.17,12.345,2,13,4,1.469,1,1,2,0,2,109,398,1
1,32.75,0.0,2,9,4,0.0,0,0,0,1,2,194,79,0
1,20.52,2.281,2,12,4,0.343,1,1,0,0,2,169,1,1
1,39.79,1.654,2,12,4,1.194,1,0,0,1,2,444,229,1
1,32.92,2.33,2,8,4,0.469,0,0,0,1,2,148,70,0
1,24.02,0.354,2,3,4,0.804,0,0,0,0,2,153,43,0
1,51.13,0.0,2,12,4,0.104,1,1,0,0,2,0,114,1
1,36.31,1.34,2,5,4,0.0,0,0,0,0,2,172,1,0
1,31.58,1.64,2,11,4,0.693,1,1,0,1,2,0,229,1
1,23.23,0.447,2,7,4,0.461,0,0,0,0,2,70,163,0
1,33.9,1.348,2,3,4,0.082,0,0,0,1,2,170,1,0
1,44.28,1.019,2,12,4,4.415,1,1,10,1,2,52,1,1
1,15.55,0.0,2,9,4,0.273,0,0,0,0,2,222,260,0
1,19.46,0.0,2,8,4,0.0,0,0,0,0,2,182,1,0
1,17.9,5.787,2,13,4,0.347,1,1,0,0,2,104,1,1
1,21.49,0.204,2,9,4,0.935,0,0,0,1,2,174,112,0
1,17.43,0.68,2,11,4,0.268,1,1,1,0,2,177,56,1
1,14.65,1.718,2,1,4,0.0,0,0,0,0,2,143,163,0
1,40.94,0.35,2,1,4,0.057,0,0,0,0,2,61,209,0
1,24.7,1.404,2,9,4,0.115,0,0,0,1,2,152,19,0
1,20.88,0.0,2,2,4,0.0,0,0,0,0,2,178,1,0
1,20.46,1.702,2,5,4,1.015,0,0,0,0,2,41,18,0
1,30.49,1.415,2,11,4,0.372,1,1,0,0,2,462,386,1
1,20.03,0.289,2,8,4,0.78,0,0,0,1,2,142,1,0
1,47.08,2.293,2,5,4,0.168,1,0,1,1,2,0,51,0
1,34.88,0.836,2,2,4,0.105,0,0,1,1,2,249,1,0
1,29.28,2.141,2,8,4,0.366,0,0,0,1,2,149,67,0
1,55.99,11.033,2,9,4,6.518,1,1,15,0,2,34,285,1
1,27.9,0.355,2,3,4,0.0,0,0,0,0,2,178,29,0
1,18.0,1.148,2,1,4,0.456,0,0,0,0,2,138,170,0
1,19.05,0.0,2,1,4,0.121,0,0,0,0,2,149,48,0
1,22.56,0.275,2,8,4,0.616,0,0,0,0,2,205,231,0
1,30.72,1.388,2,8,4,0.508,1,0,0,1,2,302,147,0
1,47.93,0.0,2,1,4,0.099,0,0,0,0,2,0,215,0
1,28.81,0.778,2,4,4,0.0,0,0,0,0,2,134,1,0
1,21.47,2.238,2,4,4,0.432,0,0,0,0,2,181,19,0
1,31.24,1.246,2,5,4,0.349,0,0,0,1,2,259,1,0
1,25.89,0.0,2,2,4,0.071,0,0,0,0,2,111,1,0
1,24.14,1.208,2,8,4,0.443,0,0,0,1,2,138,179,0
1,32.85,2.459,2,8,4,0.151,0,0,0,0,2,142,321,0
1,27.17,1.425,2,11,4,1.253,1,1,0,1,2,185,253,1
1,18.42,0.257,2,9,4,0.166,1,0,0,0,2,123,1,1
1,27.82,0.774,2,14,4,0.437,1,1,0,0,2,199,216,1
1,22.11,0.0,2,3,4,0.446,0,0,0,0,2,158,323,0
1,36.16,1.944,2,13,4,3.34,1,1,0,1,2,429,90,1
1,26.84,0.615,2,9,4,2.657,1,1,0,1,2,202,166,1
1,40.89,1.769,2,10,4,0.156,1,1,0,0,2,395,25,1
1,20.65,1.259,2,8,4,0.132,1,1,1,0,2,141,255,1
1,19.15,10.857,2,12,4,2.408,1,1,3,0,2,72,375,1
1,21.45,1.712,2,2,4,0.329,0,0,0,0,2,155,6,0
1,35.54,1.975,2,9,4,1.07,1,1,0,1,2,219,193,1
1,49.38,0.0,2,13,4,6.126,1,1,4,0,2,32,1,1
1,17.21,0.31,2,8,4,0.355,0,0,0,0,2,175,1,0
1,44.23,1.544,2,8,4,0.102,1,0,0,1,2,443,55,0
1,53.85,11.384,2,12,4,4.279,1,1,11,0,2,0,106,1
1,31.82,2.231,2,4,4,0.029,0,0,0,1,2,412,141,0
1,19.03,0.525,2,1,4,0.627,0,0,0,0,2,211,1,0
1,22.04,1.684,2,8,4,0.139,0,0,0,0,2,151,220,0
1,34.95,1.037,2,3,4,0.515,0,0,0,1,2,397,193,0
1,21.68,0.976,2,2,4,0.597,0,0,0,0,2,131,47,0
1,36.41,1.409,2,8,4,0.814,0,0,0,1,2,546,260,0
1,30.11,0.0,2,8,4,0.008,0,0,0,1,2,191,1,0
1,31.87,1.231,2,8,4,0.0,1,0,1,1,2,197,1,0
1,40.17,0.983,2,5,4,0.0,1,0,0,1,2,0,37,1
1,21.4,0.264,2,8,4,0.009,0,0,1,0,2,142,201,0
1,28.53,1.408,2,5,4,0.378,0,0,0,1,2,387,1,0
1,37.4,1.169,2,2,4,0.153,0,0,0,0,2,154,170,0
1,24.84,0.093,2,12,4,1.053,1,1,1,0,2,160,1,1
1,23.31,0.934,2,8,4,0.479,1,0,0,0,2,49,349,0
1,33.41,1.389,2,8,4,0.0,0,0,0,0,2,195,1,0
1,23.09,5.153,2,13,4,1.98,1,1,1,0,2,0,61,1
1,17.74,0.217,2,9,4,0.465,0,0,0,0,2,158,1,0
1,37.49,1.683,2,8,4,0.315,0,0,0,1,2,147,1,0
1,18.34,0.0,2,8,4,0.368,0,0,0,1,2,37,69,0
1,15.92,0.465,2,4,4,0.482,0,0,0,0,2,153,62,0
1,24.0,0.746,2,11,4,0.657,1,1,3,0,2,18,340,1
1,43.48,0.404,2,9,4,0.0,0,0,0,1,2,127,266,0
1,23.93,0.0,2,9,4,0.304,0,0,0,0,2,238,149,0
1,21.85,0.77,2,8,4,1.036,0,0,0,0,2,137,137,0
1,22.39,1.491,2,3,4,0.0,0,0,0,0,2,137,215,0
1,37.78,0.993,2,2,4,0.655,1,0,0,0,2,50,1,0
1,38.41,1.049,2,7,4,0.621,1,1,0,1,2,105,271,1
1,19.84,0.077,2,9,4,0.308,0,0,0,0,2,140,1,0
1,29.91,0.934,2,4,4,0.0,1,0,0,1,2,293,318,1
1,25.6,0.413,2,1,4,0.0,0,0,0,0,2,240,167,0
1,23.79,0.673,2,3,4,0.0,0,0,0,0,2,235,151,0
1,19.85,0.912,2,2,4,0.0,0,0,0,0,2,165,122,0
1,53.99,0.734,2,3,4,0.0,0,0,0,0,2,126,1,0
1,26.14,2.089,2,8,4,0.234,0,0,0,0,2,159,1,0
1,18.62,2.184,2,9,4,0.256,0,0,0,1,2,107,1,0
1,31.59,1.223,2,7,4,0.21,1,1,0,1,2,394,133,1
1,23.91,0.0,2,8,4,0.326,0,0,0,0,2,69,169,0
1,25.33,2.177,2,13,4,0.477,1,1,0,0,2,137,234,1
1,23.02,0.771,2,12,4,0.44,1,1,0,0,2,76,110,1
1,28.71,0.392,2,8,4,0.459,1,1,0,1,2,209,209,1
1,28.33,1.34,2,3,4,0.106,0,0,0,1,2,333,1,0
1,40.39,0.675,2,13,4,1.416,1,1,0,1,2,310,240,1
1,24.63,0.36,2,11,4,0.0,1,1,1,0,2,153,127,1
1,25.18,1.225,2,2,4,0.433,0,0,0,0,2,411,1,0
1,22.92,0.0,2,9,4,0.392,0,0,0,0,2,175,1,0
1,42.29,1.153,2,8,4,0.636,1,0,0,1,2,316,234,0
1,38.2,0.947,2,1,4,0.0,0,0,0,0,2,138,1,0
1,21.25,1.52,2,3,4,0.0,0,0,0,0,2,186,157,0
1,23.44,9.926,2,10,4,0.09,1,1,1,0,2,90,347,1
1,27.98,0.464,2,11,4,0.239,1,1,0,0,2,160,16,1
1,34.97,10.993,2,14,4,8.067,1,1,14,0,2,0,1,1
1,27.46,1.724,2,5,4,0.498,0,0,0,0,2,148,162,0
1,22.17,1.936,2,1,4,0.476,0,0,0,1,2,102,1,0
1,36.36,2.141,2,9,4,0.494,0,0,0,1,2,151,1,0
1,22.23,7.789,2,13,4,0.024,1,1,2,0,2,107,29,1
1,14.23,0.259,2,8,4,0.235,0,0,0,0,2,247,1,0
1,23.73,0.521,2,3,4,0.248,0,0,0,0,2,169,98,0
1,22.73,1.54,2,4,4,0.0,0,0,0,0,2,153,88,0
1,21.69,0.674,2,3,4,0.083,0,0,0,0,2,49,181,0
1,23.19,0.84,2,2,4,0.228,0,0,0,0,2,163,45,0
1,35.39,6.179,2,14,4,1.097,1,1,13,0,2,10,122,1
1,38.88,0.035,2,2,4,0.312,0,0,0,1,2,175,176,0
1,40.86,2.657,2,14,4,6.244,1,1,0,1,2,0,1,1
1,29.26,0.641,2,2,4,0.0,0,0,0,0,2,154,314,0
1,33.92,0.901,2,2,4,0.0,1,1,0,0,2,0,285,1
1,26.4,0.56,2,13,4,0.654,1,1,0,0,2,0,137,1
1,20.55,1.329,2,9,4,1.547,1,1,0,1,2,143,1,1
1,18.16,11.778,2,12,4,0.713,1,1,0,0,2,164,170,1
1,29.69,9.686,2,11,4,2.442,1,1,2,0,2,125,17,1
1,43.69,1.644,2,1,4,0.463,0,0,0,0,2,200,1,0
1,24.18,1.752,2,9,4,0.0,0,0,0,1,2,172,1,0
1,23.2,0.261,2,9,4,0.0,1,1,0,0,2,121,1,1
1,34.04,2.539,2,10,4,0.399,1,1,0,1,2,579,138,1
1,25.32,1.52,2,8,4,0.594,1,1,0,1,2,127,116,0
1,32.23,0.518,2,2,4,0.595,0,0,0,1,2,342,1,0
1,40.4,10.543,2,11,4,1.22,1,1,10,0,2,9,194,1
1,30.06,0.753,2,14,4,0.13,1,1,0,0,2,109,1,1
1,26.78,2.749,2,8,4,0.775,0,0,0,1,2,112,146,0
1,34.94,0.842,2,8,4,0.263,1,0,1,1,2,110,67,1
