f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
4,12,4,32,1,5,3,4,3,52,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,29,2,24,1,5,3,4,3,38,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,12,2,15,1,3,3,4,1,35,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,11,2,15,1,3,2,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,2,20,1,3,3,4,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,13,4,37,1,5,3,4,4,31,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0
4,6,4,10,1,5,3,4,1,34,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
2,46,2,34,1,5,3,4,4,25,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0
2,13,2,32,1,3,3,4,3,37,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,9,2,18,1,3,3,2,1,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,2,15,1,3,2,4,1,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,5,4,8,1,3,3,2,3,25,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,52,2,32,1,3,3,4,4,37,3,1,1,2,1,0,0,1,0,0,0,0,0,0,1
2,13,2,17,1,3,3,2,3,32,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,10,2,18,1,3,3,4,3,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,4,30,1,5,3,4,3,32,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,9,2,17,1,3,3,4,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,10,4,10,1,3,3,2,1,35,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,2,18,1,3,2,4,3,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,10,2,12,1,3,2,2,1,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,19,2,44,1,3,3,2,3,34,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,2,27,1,5,3,4,3,27,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,15,2,29,1,3,3,2,3,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,9,2,12,1,3,2,2,1,27,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,13,2,4,1,3,3,2,3,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,46,4,94,1,5,3,4,3,34,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,10,2,10,1,3,3,4,1,23,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,11,2,46,1,3,3,4,2,34,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1
4,24,2,38,1,3,3,2,3,25,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,24,4,33,1,5,3,4,3,31,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,12,2,46,1,3,3,4,3,39,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,12,4,18,1,3,3,4,1,38,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,2,10,1,3,3,4,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,56,2,43,1,3,3,2,3,29,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,8,2,9,1,3,2,1,1,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,14,2,13,1,2,2,4,1,27,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0
1,19,2,21,1,3,3,2,2,27,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1
1,14,2,13,1,2,2,4,3,26,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1
4,17,2,38,1,3,3,2,3,33,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,25,4,20,1,5,3,4,3,28,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,7,2,29,1,3,2,2,3,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,53,2,41,1,3,3,4,3,24,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,34,2,21,1,3,3,4,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,16,2,15,1,3,3,2,3,35,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,4,27,1,5,3,4,3,33,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,13,2,29,1,5,3,4,3,25,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,13,4,18,1,5,3,4,2,34,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,14,2,14,1,3,3,4,1,19,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,11,2,22,1,3,3,4,3,26,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
4,20,2,41,1,3,2,2,3,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,11,2,15,1,2,2,4,3,26,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
4,18,2,6,1,3,3,4,3,36,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,9,4,12,1,3,3,2,3,30,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,7,2,37,1,3,3,2,3,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,12,2,22,1,5,3,4,4,35,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
4,11,2,20,1,3,3,4,3,25,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,18,2,13,1,3,3,4,2,34,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1
4,8,2,11,1,3,3,2,3,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,25,2,29,1,5,3,4,3,37,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,22,2,18,1,3,3,4,3,25,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0
2,8,2,21,1,3,2,2,3,19,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,16,4,22,1,5,3,4,3,36,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,24,2,32,1,3,3,4,3,20,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,14,2,7,1,3,2,4,1,24,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1
4,11,4,26,1,5,3,2,3,35,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,11,2,15,1,3,3,2,3,34,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,8,2,8,1,3,2,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,15,4,33,1,5,3,4,2,32,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,13,2,10,1,2,2,4,1,26,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
1,50,2,49,1,5,3,4,3,29,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,9,2,19,1,3,3,4,1,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,4,14,1,5,3,4,1,39,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
1,20,2,4,1,3,3,4,1,36,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1
1,14,2,22,1,3,3,2,1,23,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,10,2,11,1,3,3,4,1,36,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1
4,13,2,3,1,3,2,4,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,48,2,85,1,5,3,4,4,34,3,1,1,2,1,0,0,1,0,1,0,0,0,1,1
1,15,2,6,1,3,3,4,2,29,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0
4,16,4,23,1,5,3,4,4,46,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0
1,17,2,15,1,3,3,4,1,24,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,12,2,5,1,3,3,2,1,34,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,10,4,12,1,3,3,2,1,37,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,19,2,28,1,3,2,2,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,9,4,18,1,3,3,2,1,33,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0
1,11,2,10,1,3,2,4,1,20,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,10,2,11,1,3,2,2,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,17,4,13,1,5,3,4,1,31,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0
4,19,2,19,1,3,3,2,1,41,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1,14,2,19,1,3,3,4,1,36,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,22,2,35,1,5,3,4,3,29,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,26,4,27,1,5,3,4,3,35,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,9,2,14,1,5,3,4,1,51,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,2,13,1,3,3,2,3,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,2,17,1,3,3,4,1,32,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,16,4,13,1,5,3,4,1,33,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,17,2,37,1,5,3,4,3,32,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,8,2,5,1,3,3,2,1,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,4,7,1,3,3,2,3,28,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,8,4,37,1,5,3,4,4,32,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,11,4,9,1,3,3,2,3,35,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,25,2,26,1,3,3,4,3,36,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,17,2,10,1,3,3,2,1,38,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,21,2,15,1,3,3,4,1,35,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,12,2,16,1,3,3,4,3,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,10,1,5,3,4,1,43,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,11,2,17,1,3,3,2,1,39,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1
4,18,4,16,1,5,3,4,1,43,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
2,35,2,33,1,3,3,2,3,24,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
4,10,4,25,1,3,3,2,3,38,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0
2,19,2,19,1,3,3,2,3,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,14,2,22,1,5,3,4,3,38,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,48,2,36,1,5,3,4,4,28,3,1,1,2,1,0,0,1,0,0,0,0,0,1,1
1,16,2,15,1,3,3,2,1,29,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,15,2,17,1,3,3,4,1,29,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,16,2,28,1,3,3,2,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,22,1,3,3,2,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,16,4,32,1,5,3,4,3,35,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,8,2,22,1,2,2,4,3,28,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
1,22,2,33,1,3,3,4,3,24,3,1,1,2,1,0,0,1,0,1,0,0,0,1,1
1,9,2,14,1,5,3,4,1,52,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0
4,9,2,13,1,3,2,2,3,20,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,10,2,12,1,3,3,4,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,42,4,40,1,5,3,4,3,39,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,4,2,13,1,3,2,4,1,28,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,16,2,20,1,3,3,2,3,21,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,44,4,100,1,5,3,4,4,38,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1
4,8,2,37,1,3,3,4,3,29,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
1,9,2,20,1,3,2,2,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,8,2,11,1,3,2,4,1,22,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1,23,2,42,1,3,2,4,3,20,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
1,17,2,18,1,3,2,4,3,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,14,4,20,1,3,3,2,1,32,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,25,2,37,1,2,2,4,3,21,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
1,24,2,16,1,2,2,4,3,27,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
4,12,2,44,1,3,3,2,3,35,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,21,2,21,1,3,3,2,3,34,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,10,4,10,1,5,3,4,1,61,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,24,2,18,1,3,3,2,3,37,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,22,1,3,3,2,3,38,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,50,2,40,1,3,3,2,3,38,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,10,2,13,1,3,3,4,2,27,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
4,13,4,15,1,3,3,2,3,36,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
2,16,2,19,1,3,2,2,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,10,4,30,1,5,3,4,3,31,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,14,4,20,1,3,3,2,1,33,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,9,2,13,1,3,3,2,1,35,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,13,2,11,1,3,3,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,11,4,31,1,5,3,4,4,39,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
1,5,2,16,1,3,3,4,2,36,3,1,1,1,1,0,0,1,0,0,0,0,1,0,1
4,47,2,33,1,3,3,4,3,23,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,13,2,13,1,3,2,2,3,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,17,2,10,1,3,3,4,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,12,1,3,3,2,3,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,16,2,29,1,5,3,4,4,36,3,1,1,2,1,0,0,1,0,0,0,0,0,0,1
4,13,4,31,1,5,3,4,3,36,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,11,4,16,1,5,3,4,3,39,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,14,2,3,1,3,3,4,3,19,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,2,36,1,3,3,4,3,29,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,12,2,15,1,3,3,4,1,50,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0
4,8,2,14,1,3,2,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,10,2,15,1,3,3,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,14,2,11,1,3,2,4,1,33,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1
2,11,2,20,1,3,3,2,3,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,2,9,1,3,3,4,3,34,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,10,2,13,1,3,2,4,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,14,1,3,2,2,3,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,2,13,1,3,3,4,2,32,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
1,11,2,27,1,3,3,4,3,26,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
1,8,2,30,1,3,3,4,3,27,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0
2,26,2,35,1,3,3,4,3,27,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0
4,8,4,14,1,3,3,4,1,30,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,14,4,19,1,5,3,2,1,45,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,2,14,1,5,3,4,2,34,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
2,48,2,36,1,3,3,2,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
1,5,2,16,1,3,2,4,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,17,2,9,1,3,2,2,3,19,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,10,2,29,1,3,3,4,3,21,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,2,16,1,3,2,2,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,2,10,1,3,3,4,1,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,9,4,28,1,5,3,4,3,31,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,4,2,11,1,5,3,4,1,48,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,9,2,30,1,5,3,4,4,36,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0
4,24,2,28,1,3,2,4,3,19,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
4,12,2,18,1,3,3,4,1,19,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,13,1,3,3,2,3,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,15,2,8,1,3,3,2,1,34,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
2,13,2,16,1,3,2,4,3,23,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
4,16,2,4,1,5,3,4,3,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,4,9,1,3,3,2,3,25,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,15,2,18,1,3,3,4,1,33,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
2,9,2,15,1,3,2,4,3,26,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
1,10,2,13,1,3,3,2,1,37,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,60,2,40,1,3,3,2,3,24,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,9,2,13,1,3,3,4,2,25,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
4,12,2,12,1,3,3,2,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,4,21,1,3,3,2,1,35,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,4,21,1,5,3,4,3,34,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,15,2,19,1,5,3,4,4,32,3,1,1,2,1,0,0,1,0,0,0,0,0,0,1
4,9,2,9,1,3,3,2,1,34,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,8,2,13,1,3,3,4,3,35,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,2,13,1,3,2,2,3,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,7,2,12,1,3,2,4,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,13,2,7,1,3,2,2,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,26,4,26,1,3,3,2,3,26,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,12,2,35,1,3,3,4,3,24,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,11,2,18,1,3,2,2,1,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,2,25,1,5,3,4,3,40,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,41,4,83,1,5,3,4,4,40,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,10,2,32,1,3,2,4,3,21,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,9,2,29,1,3,2,4,3,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,55,2,23,1,2,2,2,3,21,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,13,2,19,1,3,3,2,3,33,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,2,28,1,3,3,4,3,27,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,12,2,30,1,3,3,4,3,27,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,25,2,34,1,3,3,4,3,23,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,14,2,21,1,3,2,4,3,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,5,4,18,1,3,3,2,3,27,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,10,2,11,1,2,2,4,2,25,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
4,13,4,28,1,5,3,4,3,30,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,17,2,8,1,3,3,2,2,28,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,12,2,9,1,3,3,2,3,30,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,2,14,1,3,3,4,1,50,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,14,4,12,1,5,3,4,3,49,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,11,2,14,1,3,3,2,3,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,4,2,11,1,3,3,2,1,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,11,2,26,1,5,3,4,3,64,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,17,2,8,1,3,3,2,1,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,11,4,38,1,5,3,4,3,48,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,12,2,7,1,3,3,4,3,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,8,2,7,1,3,2,4,1,20,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1
4,12,2,3,1,3,3,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,11,2,16,1,3,2,2,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,26,2,30,1,3,3,2,3,22,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,13,2,32,1,3,2,4,3,26,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,10,2,8,1,2,2,4,1,24,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0
4,23,2,39,1,3,3,4,3,30,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,26,2,46,1,3,3,4,3,24,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
4,9,4,16,1,5,3,4,3,35,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,9,2,23,1,3,2,2,1,26,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1
1,10,2,4,1,5,3,4,1,58,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,14,4,8,1,3,3,2,1,30,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,8,2,9,1,3,3,4,1,42,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0
4,13,2,19,1,3,3,4,3,36,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,39,4,78,1,5,3,4,4,35,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1
1,26,2,37,1,3,3,4,3,27,3,1,1,2,1,0,0,1,0,0,0,0,0,1,1
2,23,2,38,1,3,3,4,3,24,3,1,1,2,1,0,0,1,0,0,0,0,0,1,0
4,7,4,11,1,5,3,4,3,34,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
4,16,4,13,1,5,3,4,1,41,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,4,5,1,5,3,2,1,33,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,8,2,30,1,3,3,4,4,23,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
1,8,2,35,1,5,3,4,4,38,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0
4,23,2,30,1,5,3,4,3,29,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,14,2,16,1,3,2,4,3,25,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
2,10,2,13,1,3,2,2,3,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
