f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
1,27,2,76,1,3,3,4,2,43,3,1,1,2,1,1,0,1,0,0,1,0,0,0,0
1,35,1,70,2,2,3,1,3,39,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0
2,8,3,4,1,5,3,4,2,60,3,3,1,1,1,0,0,1,0,0,1,0,1,0,0
1,43,2,52,1,3,3,2,3,31,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,31,3,81,1,4,4,3,2,20,3,2,1,1,1,0,1,1,0,1,0,0,0,0,0
3,38,3,63,2,3,3,4,3,38,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
4,14,2,19,5,2,3,3,3,27,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
2,27,3,55,2,4,3,2,3,35,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1
4,24,4,4,2,5,3,4,3,44,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
1,23,3,53,1,4,2,3,3,28,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
2,35,2,54,2,2,4,2,4,25,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1
3,19,4,32,1,3,3,1,2,32,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1
4,18,2,7,1,5,4,4,4,47,3,1,1,1,1,1,0,1,0,0,0,0,0,1,0
2,9,4,20,5,5,3,4,2,37,3,2,1,2,1,0,0,1,0,1,0,0,0,1,0
1,26,2,47,4,1,2,1,4,29,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
4,24,3,13,2,3,4,3,3,32,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1
4,6,3,8,5,3,2,4,2,30,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1
2,31,4,29,1,3,3,3,2,28,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0
4,14,4,71,4,4,3,2,3,26,2,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,20,4,35,2,4,3,3,2,26,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,29,2,50,4,2,3,4,2,24,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
4,34,2,24,1,5,3,3,2,44,3,1,1,2,1,0,0,1,0,0,1,0,1,0,0
3,17,2,20,4,4,2,4,2,36,3,1,2,2,1,0,0,1,0,1,0,0,0,1,0
4,18,4,69,1,3,2,3,3,26,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1
1,14,4,26,4,2,3,1,3,25,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1
3,32,3,72,1,3,3,3,3,32,1,1,1,2,1,0,1,1,0,0,1,0,0,0,1
2,34,1,43,1,3,3,3,1,20,3,1,1,2,1,1,0,1,0,0,1,0,0,1,0
1,11,2,6,1,4,2,1,1,44,3,1,1,1,1,0,0,1,0,0,1,0,1,0,0
1,28,4,18,1,2,3,3,2,48,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1
2,11,3,16,1,2,2,3,2,30,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
4,33,1,104,3,4,2,3,4,30,1,1,1,2,1,1,0,1,0,0,1,0,0,0,0
3,30,2,63,1,2,2,1,2,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,7,4,8,1,5,3,4,2,36,3,2,1,1,1,1,0,1,0,0,1,0,1,0,0
2,23,2,37,2,4,2,4,4,39,3,1,1,1,1,0,1,0,0,0,0,0,1,0,0
2,30,3,61,2,3,3,1,3,33,2,2,1,2,1,0,0,1,0,0,1,0,0,0,0
4,31,3,44,2,1,3,2,2,39,3,2,2,1,1,0,1,1,0,0,1,0,0,1,1
3,33,2,18,1,2,3,2,2,39,3,1,2,1,1,1,0,1,0,0,1,0,0,1,0
1,6,2,4,4,1,1,2,2,64,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,42,2,34,5,4,3,4,2,36,2,1,2,2,1,0,0,1,0,0,1,0,0,1,0
3,29,2,69,3,2,3,3,2,36,3,1,2,2,1,0,0,1,0,1,0,0,0,1,0
1,7,2,13,3,3,3,3,1,63,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
2,9,3,12,5,3,2,3,2,27,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
4,35,2,38,2,3,2,2,1,29,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1
2,33,2,74,1,4,2,2,3,20,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0
2,19,2,56,1,3,3,2,1,27,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,20,0,35,1,3,2,3,1,31,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
2,42,2,105,4,2,2,2,1,30,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,40,3,18,4,5,4,3,2,29,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
4,10,2,10,4,4,1,2,1,23,3,1,2,2,1,0,0,1,0,1,0,0,1,0,0
3,25,2,20,1,2,2,2,2,24,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0
4,25,1,55,1,3,4,4,3,26,2,1,1,2,1,0,0,0,0,0,1,0,0,0,1
1,10,2,14,3,4,3,2,3,35,2,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,39,2,33,2,3,2,2,3,47,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0
4,16,4,19,2,5,3,2,2,29,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1
1,19,4,26,5,5,3,3,3,42,2,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,23,3,20,1,5,2,2,1,28,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
4,33,3,15,4,5,2,4,2,41,3,3,1,2,1,0,0,1,0,0,1,0,0,1,0
2,29,4,21,4,3,2,4,3,20,3,1,1,1,1,0,1,1,0,1,0,0,0,1,0
2,16,4,4,2,3,3,2,4,37,3,2,2,2,1,0,0,1,0,0,0,0,1,0,0
1,50,4,49,1,3,3,3,3,28,3,2,1,1,1,0,0,1,0,1,0,0,1,0,0
2,8,2,13,1,3,3,2,2,34,3,1,2,1,1,0,0,1,0,0,1,0,1,0,1
3,13,4,14,1,5,3,3,2,41,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
3,31,2,90,1,3,2,3,1,36,2,1,1,2,2,0,0,1,0,0,1,0,0,0,0
4,41,2,83,2,4,2,4,2,33,1,1,2,1,1,0,1,1,0,1,0,0,0,1,1
2,12,2,36,1,3,4,3,1,30,3,1,2,1,1,0,0,1,0,1,0,0,1,0,0
3,25,2,29,1,4,2,4,1,54,3,1,1,2,1,1,0,1,0,0,1,0,0,1,0
4,39,0,85,1,2,3,3,1,35,1,2,1,1,1,0,0,1,0,1,0,0,1,0,1
4,32,4,28,1,4,3,3,3,34,3,2,1,2,1,0,0,0,1,0,1,0,1,0,0
3,30,1,15,5,5,3,3,2,22,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
4,22,3,49,5,2,2,4,2,33,3,2,1,2,1,1,1,1,0,1,0,0,0,1,0
2,37,1,69,1,3,3,4,2,32,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,6,4,12,3,4,2,3,2,34,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1
1,8,3,9,5,3,2,3,1,33,1,3,1,1,1,0,0,1,0,0,1,0,0,1,0
2,7,1,31,1,4,3,4,4,32,3,1,1,1,1,0,1,1,0,0,0,0,1,0,0
2,25,4,39,5,4,4,1,3,26,3,3,1,2,1,0,0,1,0,0,1,0,0,1,0
4,26,3,52,2,4,3,2,4,37,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
1,10,2,10,1,2,3,3,1,39,3,1,1,2,1,0,1,1,0,1,0,0,0,1,0
3,43,3,39,1,3,2,3,3,34,3,2,1,2,1,0,1,1,0,0,1,0,0,1,1
2,10,3,18,1,4,2,2,3,27,3,3,2,1,1,0,0,1,0,1,0,0,0,0,0
4,22,2,8,2,4,3,2,2,27,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1
1,14,4,12,4,2,3,3,1,27,3,3,1,1,1,0,0,1,0,0,1,0,1,0,0
2,30,4,50,2,3,3,4,3,50,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,17,3,24,2,1,3,3,2,52,1,2,1,2,1,0,1,1,0,1,0,0,0,1,0
3,12,2,14,2,4,3,3,4,37,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
3,9,3,17,2,4,3,2,2,29,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,13,2,15,1,1,2,2,1,33,3,1,1,1,1,0,0,0,1,0,1,0,0,1,0
4,11,4,4,2,3,3,2,1,30,3,2,1,1,1,0,1,1,0,0,1,0,0,1,0
2,40,3,98,1,5,3,4,4,41,3,2,1,2,1,0,0,1,0,0,0,0,0,1,0
2,9,3,61,4,1,3,3,2,34,3,2,1,2,1,0,0,1,0,0,1,1,0,0,0
2,6,2,12,1,5,3,4,3,51,3,1,2,1,1,0,0,1,0,0,1,0,1,0,1
4,37,4,42,2,3,3,2,3,29,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
1,25,1,24,1,5,3,4,3,38,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0
1,6,4,13,5,5,3,4,1,62,3,2,1,1,1,1,0,0,1,0,1,0,1,0,0
4,29,4,36,2,3,3,2,3,30,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
3,36,1,29,1,1,3,3,2,42,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,14,2,22,2,3,2,4,3,21,3,1,2,2,1,0,0,1,0,1,0,0,0,1,0
2,24,3,36,3,3,2,2,1,31,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,26,0,45,1,5,3,4,2,36,2,2,1,1,1,0,0,1,0,1,0,0,0,1,1
1,37,2,64,1,3,2,2,4,28,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
1,26,1,56,1,1,3,3,2,30,3,1,1,2,1,0,0,1,0,0,1,0,1,0,1
3,20,2,69,1,2,3,2,2,23,3,1,1,1,2,1,0,0,0,1,0,0,0,1,1
2,18,1,21,1,4,4,3,4,37,3,1,1,2,1,1,0,1,0,0,1,0,0,1,0
4,9,1,15,2,3,3,3,1,42,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,38,3,64,2,4,4,4,3,36,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
4,20,4,9,2,3,2,3,2,31,3,2,1,2,1,1,0,1,0,1,0,0,0,1,1
2,28,2,45,2,2,2,2,4,29,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
2,17,0,17,2,2,1,3,2,42,3,2,1,2,1,1,1,1,0,0,1,0,0,0,1
4,6,4,4,2,4,3,2,2,30,3,2,1,1,1,1,0,0,0,0,1,0,0,1,1
2,11,4,13,4,3,4,2,4,28,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0
2,25,1,12,1,5,2,4,2,36,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
3,23,4,33,3,2,2,3,2,49,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
3,29,2,4,1,2,3,3,3,20,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1
2,42,3,81,1,5,2,4,3,42,1,2,2,2,1,0,1,1,0,0,1,0,0,0,0
2,31,3,36,2,5,2,4,2,36,1,2,2,1,1,0,0,1,0,1,0,0,1,0,0
2,15,3,39,1,5,3,4,1,45,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
3,25,3,86,2,3,3,3,3,36,3,1,1,2,1,1,0,1,0,0,1,0,0,0,0
4,31,4,26,5,1,3,3,2,37,3,2,1,1,1,0,0,1,0,1,0,1,0,0,1
4,31,2,70,1,3,2,4,4,35,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0
3,12,3,16,1,4,3,1,4,33,2,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,16,4,24,1,3,3,2,2,34,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,50,2,73,1,2,3,3,3,41,3,1,2,2,1,1,0,1,0,0,1,0,0,1,1
2,27,3,27,4,5,3,2,1,44,3,2,2,2,1,0,0,1,0,0,1,0,0,1,1
1,32,2,46,5,3,3,1,3,44,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
4,23,2,32,4,4,3,1,2,20,2,1,1,2,1,0,0,1,0,1,0,0,0,1,0
4,31,2,33,2,3,3,3,3,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,25,2,21,4,3,3,3,3,33,2,1,1,2,1,1,0,0,1,0,1,0,0,1,0
4,11,3,29,1,5,3,3,2,31,3,1,1,2,1,1,0,1,0,1,0,0,0,1,0
1,6,3,12,1,2,1,1,2,40,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,28,2,77,1,3,3,4,2,32,3,1,1,2,1,0,0,1,0,1,0,0,1,0,1
2,36,2,95,2,3,3,2,3,34,3,1,2,2,1,0,0,1,0,0,1,0,0,1,0
4,25,3,38,2,4,2,3,3,49,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1
4,20,2,25,2,4,4,4,2,28,3,1,1,2,1,0,0,1,0,1,0,0,0,1,1
3,27,4,41,2,5,2,3,1,46,1,1,1,2,1,0,1,1,0,0,1,0,0,0,0
1,23,4,11,1,2,3,3,3,31,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,12,4,32,1,4,3,1,2,34,2,1,1,2,1,1,0,1,0,0,1,0,0,1,0
2,26,2,44,1,4,3,3,2,31,3,1,1,2,1,1,0,1,0,1,0,0,0,0,0
1,25,3,41,2,4,2,4,1,26,1,2,1,2,1,0,0,1,0,0,1,0,0,1,1
1,35,4,64,1,5,4,4,2,41,3,2,1,1,2,0,1,1,0,0,1,0,0,1,0
1,28,2,15,1,2,1,3,2,30,1,1,1,2,1,1,0,1,0,0,1,0,0,1,0
2,6,2,5,2,4,3,3,2,29,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,40,2,37,2,2,3,2,2,27,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0
2,14,3,17,2,4,2,3,3,32,3,2,1,2,1,1,0,1,0,0,1,0,0,0,0
4,11,3,16,2,2,2,4,3,28,3,2,1,1,1,1,0,1,0,1,0,0,0,1,1
4,12,3,26,2,3,2,1,2,44,3,2,1,1,1,1,0,1,0,0,1,1,0,0,1
1,33,2,29,1,4,3,2,3,31,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,29,1,65,3,4,4,2,2,42,3,1,2,2,1,0,0,1,0,1,0,0,0,0,1
4,14,4,37,5,5,3,4,2,61,3,2,1,1,1,1,0,1,0,0,1,0,1,0,0
2,47,4,85,1,2,3,3,1,25,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
2,37,2,39,1,2,2,2,2,30,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4,17,4,21,4,2,2,2,2,29,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1
4,24,4,54,2,4,3,3,2,31,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
4,24,2,25,2,3,2,3,1,23,2,1,1,2,1,0,1,1,0,1,0,0,0,1,0
3,30,2,13,1,3,4,1,1,32,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4,17,4,23,1,4,4,4,1,50,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,17,2,31,2,4,3,3,2,29,3,1,1,1,1,0,0,1,0,1,0,0,0,1,0
1,32,3,79,1,2,2,2,3,26,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1
3,38,3,54,1,5,3,4,3,28,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,32,2,52,3,3,2,1,3,37,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1
4,28,2,117,1,4,3,1,1,36,2,1,2,2,1,0,0,1,0,0,1,0,0,1,1
4,28,2,53,5,5,2,4,4,51,3,2,1,2,1,0,0,1,0,0,0,0,0,1,0
3,20,3,31,5,4,3,2,2,51,3,2,1,1,1,0,0,1,0,0,1,1,0,0,1
3,15,3,15,1,2,3,1,3,32,3,2,1,1,1,1,0,1,0,0,1,1,0,0,0
1,23,4,28,2,3,3,3,3,40,1,2,1,2,1,1,0,1,0,0,1,0,0,1,0
4,34,0,68,1,4,2,3,2,55,3,2,2,2,1,1,0,1,0,0,1,0,0,1,1
4,33,3,91,1,2,2,4,2,30,3,2,1,2,1,0,0,0,0,0,1,1,0,0,0
4,6,2,4,2,5,2,2,2,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,14,2,59,3,4,3,3,2,33,3,1,1,2,1,1,0,1,0,0,1,0,0,0,0
2,10,2,6,4,1,3,2,1,44,1,1,2,2,1,0,0,1,0,0,1,0,0,1,1
4,17,2,26,4,2,3,2,4,30,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1
3,6,2,13,1,4,2,3,2,28,1,1,1,2,1,1,0,1,0,1,0,0,0,1,0
4,15,4,32,5,5,3,1,2,57,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
1,24,3,36,1,3,2,3,3,35,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,28,2,40,2,1,3,3,3,41,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1
4,14,3,13,1,4,3,4,2,37,3,2,2,1,1,0,0,1,0,0,1,0,0,1,1
2,22,4,35,1,5,3,2,3,47,2,2,1,1,1,1,0,0,0,0,1,0,0,1,1
4,6,4,4,1,5,3,3,1,41,1,2,1,1,2,0,1,1,0,0,1,0,1,0,1
3,9,2,39,1,4,3,3,2,22,3,1,2,1,1,0,0,1,0,1,0,0,0,1,0
1,29,3,58,1,3,3,2,1,56,3,2,1,2,1,0,0,1,0,1,0,0,0,1,0
4,8,4,22,2,3,2,2,2,25,3,3,1,1,1,0,0,1,0,0,1,0,0,1,0
2,29,2,25,3,5,4,4,3,30,3,1,2,1,1,0,0,1,0,1,0,0,1,0,0
3,17,2,29,5,3,3,4,1,32,3,1,1,1,1,1,0,1,0,1,0,0,0,1,0
2,29,3,54,1,2,2,2,3,21,3,2,1,1,2,0,0,1,0,0,1,0,0,1,0
4,26,2,34,2,3,2,2,3,20,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4,20,4,41,5,4,3,3,1,40,2,3,1,1,1,0,0,1,0,1,0,0,0,1,0
3,29,2,41,1,3,3,2,3,22,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,22,4,31,4,2,4,2,3,32,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1
4,12,3,25,1,3,3,3,2,32,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,25,0,43,1,4,2,3,2,34,3,2,1,2,1,1,0,0,1,0,1,0,0,0,1
4,21,2,27,3,4,4,3,3,52,3,1,2,2,1,0,0,1,0,0,1,0,0,1,0
1,31,3,75,1,3,3,2,1,51,3,2,1,2,1,0,0,1,0,0,1,0,1,0,0
2,16,3,36,1,3,3,4,2,30,3,2,2,2,1,1,0,1,0,1,0,0,0,0,0
1,15,2,12,1,3,2,1,1,21,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0
4,35,2,94,5,3,2,1,2,45,3,1,1,2,1,0,0,0,1,0,1,0,0,1,0
1,22,2,30,1,4,3,4,4,46,3,1,1,2,1,1,0,1,0,0,0,0,0,1,0
3,11,4,16,5,4,2,3,1,34,3,3,2,1,1,0,0,1,0,0,1,0,0,1,0
3,17,3,28,1,5,3,3,3,31,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
4,37,2,96,2,4,3,4,4,49,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0
1,24,3,37,1,3,3,2,2,20,3,2,1,2,1,1,0,1,0,0,1,0,0,0,0
2,13,0,23,1,1,3,3,2,30,3,2,1,1,1,1,0,1,0,0,1,0,1,0,0
2,21,3,30,3,3,3,1,2,30,3,2,1,2,2,1,0,1,0,0,1,0,0,1,0
1,41,2,24,1,2,3,1,3,23,3,1,1,1,1,1,0,1,0,0,1,0,1,0,1
1,10,2,49,1,3,2,4,3,21,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
2,26,2,7,1,3,3,1,3,26,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1
4,25,1,38,1,2,2,2,4,32,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
2,38,3,61,1,3,3,3,2,34,3,2,2,1,1,0,0,1,0,0,1,0,1,0,0
2,12,3,9,2,3,2,3,2,34,3,2,2,1,1,1,0,1,0,0,1,0,0,1,0
4,6,1,4,1,3,2,3,2,49,2,1,2,2,1,0,0,1,0,0,1,0,1,0,0
1,16,2,17,2,3,3,1,3,38,3,3,2,2,1,1,1,1,0,0,1,0,0,1,1
3,19,3,38,2,2,3,2,3,22,2,2,1,1,1,0,0,1,0,0,1,0,0,1,0
2,16,3,24,1,2,2,1,2,28,3,2,2,1,1,0,0,1,0,0,1,0,0,1,0
2,19,3,37,5,3,3,1,2,27,1,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,39,4,64,2,4,4,3,1,34,3,3,2,2,1,0,0,1,0,1,0,0,0,1,0
1,14,2,13,2,3,2,3,3,37,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
3,21,3,31,1,4,3,2,3,32,3,2,1,1,1,0,0,1,0,1,0,0,0,1,1
1,27,4,85,1,3,3,3,2,37,3,3,1,2,1,0,0,1,0,0,1,0,0,0,0
4,45,1,67,1,3,3,2,1,30,3,1,1,2,1,0,0,1,0,0,1,0,0,0,0
2,17,4,25,2,5,3,3,2,44,3,2,1,1,1,0,1,1,0,0,1,0,0,1,0
2,22,3,40,1,5,3,3,1,56,2,2,1,1,1,0,0,1,0,1,0,0,0,1,0
3,21,0,6,2,4,4,4,2,53,1,2,2,1,1,0,0,1,0,0,0,0,0,1,1
3,28,2,50,1,4,2,3,3,29,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
4,47,4,58,1,3,3,1,3,27,3,3,1,1,1,0,0,1,0,0,1,0,1,0,0
4,18,4,13,4,3,3,1,1,48,3,2,1,1,1,0,0,1,0,0,1,0,1,0,0
4,23,4,41,2,5,3,4,3,31,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,17,4,70,3,5,1,2,4,41,3,2,1,2,1,1,0,1,0,1,0,0,0,0,0
1,26,4,52,2,3,2,1,2,29,2,2,1,2,1,0,1,1,0,0,1,0,1,0,0
1,21,2,36,1,3,3,3,2,26,3,2,1,2,1,1,0,1,0,1,0,0,0,1,0
2,23,1,10,5,4,3,2,2,36,3,1,1,2,1,1,0,1,0,1,0,0,0,1,0
3,21,3,24,1,2,2,4,2,20,3,3,1,2,1,0,0,1,0,1,0,0,0,1,0
4,11,2,21,1,3,3,3,2,38,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,14,2,22,1,4,2,2,2,28,3,1,2,1,1,0,0,1,0,1,0,0,0,1,1
