iter	Logloss
473	0.007250918513
474	0.007233460053
475	0.007213752166
476	0.007182642342
477	0.007156467438
478	0.007145384775
479	0.007119521542
480	0.007090887816
481	0.007077159052
482	0.007044562741
483	0.00699663024
484	0.006966617833
485	0.006932412714
486	0.006906700134
487	0.006885194087
488	0.006859964564
489	0.006837036299
490	0.006816233068
491	0.006797458815
492	0.006787091407
493	0.006761092034
494	0.006755985039
495	0.006740076646
496	0.006727101837
497	0.006708767794
498	0.006695593267
499	0.00665140152
